timestamp,frame,target_id,range_m,angle_deg,radial_velocity_mps,rcs_dbsm,is_static,target_class,track_quality,age,is_clutter,is_multipath
1752719989.691,75,2,50.17,-0.0,-0.16,24.74,True,static_object,1.0,76,False,False
1752719989.691,75,3,79.9,8.18,0.12,8.58,True,static_object,1.0,76,False,False
1752719989.691,75,4,0.21,-6.15,-21.17,14.6,False,vehicle,1.0,76,False,False
1752719989.691,75,5,85.73,8.16,-2.18,4.96,False,bicycle,1.0,76,False,False
1752719989.691,75,clutter_75_0,7.85,-1.91,0.0,-10.05,True,clutter,0.1,0,True,False
1752719989.791,76,0,15.0,-19.95,-0.11,12.13,True,static_object,1.0,77,False,False
1752719989.791,76,1,29.95,10.1,0.13,18.97,True,static_object,1.0,77,False,False
1752719989.791,76,2,50.17,0.17,0.09,24.73,True,static_object,1.0,77,False,False
1752719989.791,76,4,0.32,-6.24,-21.89,15.21,False,vehicle,1.0,77,False,False
1752719989.791,76,clutter_76_0,4.35,43.55,0.0,-5.02,True,clutter,0.1,0,True,False
1752719989.891,77,0,15.03,-20.01,-0.04,12.32,True,static_object,1.0,78,False,False
1752719989.891,77,1,30.14,9.98,-0.01,18.38,True,static_object,1.0,78,False,False
1752719989.891,77,2,50.07,0.14,0.13,25.2,True,static_object,1.0,78,False,False
1752719989.891,77,4,0.33,-6.05,-22.25,15.04,False,vehicle,1.0,78,False,False
1752719989.891,77,multipath_77_0,14.4,-3.55,0.0,9.02,True,multipath,0.3,0,False,True
1752719989.991,78,0,15.05,-20.06,0.01,11.79,True,static_object,1.0,79,False,False
1752719989.991,78,1,30.09,10.0,-0.08,19.09,True,static_object,1.0,79,False,False
1752719989.991,78,2,49.83,0.04,-0.18,24.88,True,static_object,1.0,79,False,False
1752719990.091,79,0,14.9,-19.99,-0.03,11.09,True,static_object,1.0,80,False,False
1752719990.091,79,1,30.04,9.85,-0.06,18.75,True,static_object,1.0,80,False,False
1752719990.091,79,2,49.86,-0.11,-0.1,24.12,True,static_object,1.0,80,False,False
1752719990.091,79,3,79.91,7.91,-0.13,7.35,True,static_object,1.0,80,False,False
1752719990.091,79,5,84.36,8.41,-3.75,4.84,False,bicycle,1.0,80,False,False
1752719990.091,79,clutter_79_1,9.75,54.79,0.0,-8.61,True,clutter,0.1,0,True,False
1752719990.191,80,1,30.05,9.93,0.01,17.93,True,static_object,1.0,81,False,False
1752719990.191,80,2,49.79,-0.08,-0.09,25.07,True,static_object,1.0,81,False,False
1752719990.191,80,clutter_80_1,7.71,21.4,0.0,-9.92,True,clutter,0.1,0,True,False
1752719990.291,81,1,29.97,10.06,-0.03,18.68,True,static_object,1.0,82,False,False
1752719990.291,81,2,50.06,0.23,-0.08,25.41,True,static_object,1.0,82,False,False
1752719990.291,81,5,83.46,8.44,-4.8,5.38,False,bicycle,1.0,82,False,False
1752719990.291,81,clutter_81_0,2.38,-48.84,0.0,-6.29,True,clutter,0.1,0,True,False
1752719990.391,82,3,79.94,8.01,-0.1,8.71,True,static_object,1.0,83,False,False
1752719990.391,82,4,0.22,-5.85,-24.78,14.51,False,vehicle,1.0,83,False,False
1752719990.491,83,1,30.07,10.03,0.2,17.77,True,static_object,1.0,84,False,False
1752719990.491,83,2,50.03,-0.08,-0.06,25.73,True,static_object,1.0,84,False,False
1752719990.491,83,4,0.23,-5.65,-25.26,15.89,False,vehicle,1.0,84,False,False
1752719990.491,83,5,82.27,8.48,-5.64,4.54,False,bicycle,1.0,84,False,False
1752719990.491,83,clutter_83_0,3.7,53.28,0.0,-14.85,True,clutter,0.1,0,True,False
1752719990.491,83,multipath_83_1,96.9,7.26,0.0,-3.15,True,multipath,0.3,0,False,True
1752719990.591,84,0,14.96,-19.94,-0.04,12.48,True,static_object,1.0,85,False,False
1752719990.591,84,1,30.03,10.06,0.02,17.73,True,static_object,1.0,85,False,False
1752719990.591,84,3,79.91,7.98,-0.11,7.65,True,static_object,1.0,85,False,False
1752719990.591,84,4,0.2,-5.68,-26.0,15.08,False,vehicle,1.0,85,False,False
1752719990.591,84,5,81.62,8.77,-6.24,4.49,False,bicycle,1.0,85,False,False
1752719990.691,85,0,14.64,-19.91,-0.06,11.72,True,static_object,1.0,86,False,False
1752719990.691,85,1,30.13,10.05,0.04,18.21,True,static_object,1.0,86,False,False
1752719990.691,85,2,50.14,-0.03,-0.07,25.2,True,static_object,1.0,86,False,False
1752719990.791,86,0,15.02,-19.91,-0.14,11.56,True,static_object,1.0,87,False,False
1752719990.791,86,1,29.96,10.03,0.08,18.9,True,static_object,1.0,87,False,False
1752719990.791,86,2,49.91,-0.16,0.03,24.8,True,static_object,1.0,87,False,False
1752719990.791,86,4,0.2,-5.43,-26.95,15.0,False,vehicle,1.0,87,False,False
1752719990.791,86,clutter_86_0,5.76,-22.43,0.0,-13.82,True,clutter,0.1,0,True,False
1752719990.791,86,clutter_86_1,8.28,-20.78,0.0,-13.61,True,clutter,0.1,0,True,False
1752719990.791,86,multipath_86_0,91.16,6.75,0.0,-0.04,True,multipath,0.3,0,False,True
1752719990.891,87,0,14.97,-20.04,-0.07,10.63,True,static_object,1.0,88,False,False
1752719990.891,87,1,30.0,9.91,0.18,18.36,True,static_object,1.0,88,False,False
1752719990.891,87,4,0.2,-5.5,-27.72,15.24,False,vehicle,1.0,88,False,False
1752719990.891,87,5,79.45,8.81,-7.9,5.28,False,bicycle,1.0,88,False,False
1752719990.891,87,multipath_87_0,5.4,-10.13,0.0,6.68,True,multipath,0.3,0,False,True
1752719990.991,88,0,14.89,-20.05,-0.09,12.17,True,static_object,1.0,89,False,False
1752719990.991,88,1,30.05,10.08,0.11,16.83,True,static_object,1.0,89,False,False
1752719990.991,88,4,0.33,-5.45,-28.1,15.19,False,vehicle,1.0,89,False,False
1752719990.991,88,5,78.75,8.92,-8.45,5.03,False,bicycle,1.0,89,False,False
1752719990.991,88,multipath_88_0,11.09,-5.91,0.0,7.08,True,multipath,0.3,0,False,True
1752719991.091,89,2,49.83,-0.13,-0.09,24.79,True,static_object,1.0,90,False,False
1752719991.091,89,4,0.2,-5.36,-28.79,15.13,False,vehicle,1.0,90,False,False
1752719991.091,89,5,77.77,8.85,-9.12,4.31,False,bicycle,1.0,90,False,False
1752719991.191,90,0,14.98,-20.12,-0.04,12.19,True,static_object,1.0,91,False,False
1752719991.191,90,4,0.29,-5.22,-29.52,14.32,False,vehicle,1.0,91,False,False
1752719991.191,90,clutter_90_1,7.98,-16.4,0.0,-7.31,True,clutter,0.1,0,True,False
1752719991.291,91,0,14.95,-20.09,-0.1,12.36,True,static_object,1.0,92,False,False
1752719991.291,91,2,50.15,0.0,-0.07,24.78,True,static_object,1.0,92,False,False
1752719991.291,91,3,80.13,8.03,-0.05,8.05,True,static_object,1.0,92,False,False
1752719991.291,91,4,0.21,-5.46,-30.21,14.27,False,vehicle,1.0,92,False,False
1752719991.391,92,3,79.95,8.21,0.13,7.78,True,static_object,1.0,93,False,False
1752719991.391,92,4,0.3,-5.31,-30.72,15.15,False,vehicle,1.0,93,False,False
1752719991.491,93,2,49.93,0.18,-0.19,24.56,True,static_object,1.0,94,False,False
1752719991.491,93,5,73.88,9.28,-10.62,5.13,False,bicycle,1.0,94,False,False
1752719991.491,93,clutter_93_0,7.34,-3.47,0.0,-10.43,True,clutter,0.1,0,True,False
1752719991.491,93,multipath_93_0,7.95,-9.72,0.0,9.34,True,multipath,0.3,0,False,True
1752719991.491,93,multipath_93_1,87.15,6.23,0.0,-0.44,True,multipath,0.3,0,False,True
1752719991.591,94,0,14.99,-19.95,0.02,11.44,True,static_object,1.0,95,False,False
1752719991.591,94,1,30.11,10.01,0.12,18.1,True,static_object,1.0,95,False,False
1752719991.591,94,2,49.84,-0.1,0.08,25.17,True,static_object,1.0,95,False,False
1752719991.591,94,5,72.74,9.47,-11.13,4.5,False,bicycle,1.0,95,False,False
1752719991.591,94,clutter_94_0,2.88,51.13,0.0,-12.09,True,clutter,0.1,0,True,False
1752719991.591,94,clutter_94_1,8.76,-58.17,0.0,-7.37,True,clutter,0.1,0,True,False
1752719991.691,95,0,14.97,-19.96,0.0,11.92,True,static_object,1.0,96,False,False
1752719991.691,95,2,49.99,0.17,-0.15,24.61,True,static_object,1.0,96,False,False
1752719991.691,95,3,80.06,7.92,0.09,7.93,True,static_object,1.0,96,False,False
1752719991.691,95,clutter_95_0,9.19,39.79,0.0,-8.14,True,clutter,0.1,0,True,False
1752719991.691,95,multipath_95_0,84.41,12.24,0.0,-1.82,True,multipath,0.3,0,False,True
1752719991.791,96,0,14.94,-19.99,-0.13,11.92,True,static_object,1.0,97,False,False
1752719991.791,96,1,30.05,10.07,0.09,17.64,True,static_object,1.0,97,False,False
1752719991.791,96,2,49.91,-0.02,-0.0,25.23,True,static_object,1.0,97,False,False
1752719991.791,96,4,0.2,-5.07,-32.75,16.01,False,vehicle,1.0,97,False,False
1752719991.791,96,multipath_96_0,13.93,-0.74,0.0,5.09,True,multipath,0.3,0,False,True
1752719991.891,97,0,15.02,-19.97,-0.21,11.8,True,static_object,1.0,98,False,False
1752719991.891,97,1,30.13,9.92,0.08,18.27,True,static_object,1.0,98,False,False
1752719991.891,97,2,49.95,0.07,-0.07,24.68,True,static_object,1.0,98,False,False
1752719991.891,97,4,0.21,-4.86,-33.25,14.47,False,vehicle,1.0,98,False,False
1752719991.891,97,5,69.14,9.5,-12.38,4.46,False,bicycle,1.0,98,False,False
1752719991.891,97,clutter_97_0,3.08,11.46,0.0,-6.45,True,clutter,0.1,0,True,False
1752719991.991,98,0,14.93,-19.97,-0.03,12.39,True,static_object,1.0,99,False,False
1752719991.991,98,2,49.8,-0.15,-0.08,25.77,True,static_object,1.0,99,False,False
1752719991.991,98,4,0.2,-5.08,-33.74,15.79,False,vehicle,1.0,99,False,False
1752719991.991,98,5,67.81,9.56,-12.91,5.54,False,bicycle,1.0,99,False,False
1752719992.091,99,1,29.94,9.9,0.06,18.26,True,static_object,1.0,100,False,False
1752719992.091,99,2,50.07,0.17,-0.07,23.84,True,static_object,1.0,100,False,False
1752719992.091,99,clutter_99_1,9.26,31.38,0.0,-13.27,True,clutter,0.1,0,True,False
